compound,CAS,SMILES,dose,dose.units,Cmax,Cmax.units,Cmax/dose,reference,original.reference,link,note
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,0.286,mg/kg bw,0.018375,mg/L,0.0643125,Shiga1993,Shiga1993,https://link.springer.com/content/pdf/10.1007/BF00315550.pdf,average young and older subjects and different administration times
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,0.571,mg/kg bw,0.028,mg/L,0.049,Vanakosi1995,Vanakosi1995,https://link.springer.com/content/pdf/10.1007/BF00192738.pdf,"control, sauna sessions excluded"
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1,mg/kg bw,0.0451,mg/L,0.0451,Byrne1984,Byrne1984,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1463259/pdf/brjclinpharm00159-0046.pdf,conventional propranolol (other formulations excluded)
Propranolol,525-66-6,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,1.143,mg/kg bw,0.0695,mg/L,0.0608125,Liedholm1986,Liedholm1986,https://www.researchgate.net/publication/27794604_Bioequivalence_Study_Of_Propranolol_Tablets,average fasted and fed
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,3.74,mg/kg bw,1.18,mg/L,0.315508021,Guentert1979,Guentert1979,https://link.springer.com/content/pdf/10.1007/BF01062532.pdf,quinidine sulfate (dose given as quinidine base)
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,4.729,mg/kg bw,2.07,mg/L,0.43776435,Ochs1978,Ochs1978,https://pdf.sciencedirectassets.com/271073/1-s2.0-S0002914900X04146/1-s2.0-0002914978908305/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjENr%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCIE6ujvN%2B3XI9BH9w%2FdanjsoopgDNFQx9H02CBLxsNORDAiAXdQzjLEXqPnCwSUgZ1V%2Bk2FRCxI3Gjx4fqonNjmIexCq9Awij%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAIaDDA1OTAwMzU0Njg2NSIM6PwJphve%2BIUihIiqKpEDzijv3V59VIwfo%2B533yIwphz%2FxvSNzZ6prF1dvle45jrMLfKCXrsOX1Owtc%2FbqRGLe5MLKZMGwsA22fHnAy%2FRvIeQqumEkXKo7fBSJBQZtnFY5kJq2n9EwDPc9i0MhxAuphxXUE8Q%2Fh%2BqU9wL20%2BBXxBVdi4mb5H3mArzwWJfgJdsCjJsbeMzM7T4Yz1qv40SZXZa8qxaRPJiRzb4A2EDiYlBaoj9CL7r1z0bG345n6ipG%2FvtiVi5yalejFRm%2Fp4Pbb35bwDTcBOeugwDgujeWdDqp5go8GThzehqYI9%2BYjMEVIjRknUUePMSB82UW%2BUl91kjzLV%2BD1HOZnAnPPIA1Irjc4rhqROlxwXKXa1IP4r2QNbb3SdIVP05fIb%2FxpulnXCDrGIez%2FK5bP8B6zgKWLy%2Bc5yQqFJr5I5huveneZttJozig7bCIToPdFqmnvVEE9rt9cUNU7kFQ61iOc71AYzmKzzpnA63GdsXmKWTUO0BMZBs2iZSOXTNvLOYzYynyozqPiCHGTJqzm%2FBKVuytcYwxvbY8gU67AGpYCSzlXur3zJmnrs1ih1%2Bo5g2mQX4N3b02FyfDcjLKBJk64wllDg19Fep8VBtzLQ%2BfAkk95eZPaFhNGlROdnBPUD8BrHZBS2O2ER3iai7WB4mjajiD67kYy7f4555E%2BQBOUrMyUy3%2BzlQU8UHeKMV7c0cZuhJkfr8fL1ojHvPDDFiVYVHm8eI4wCjilaoDjKLmcar%2FTMV7X1VRRpbALjl%2BWo2DrnWy%2BrxBalZAVnBEflAMTAnHGvbneZsLru1fl56lumQqwHny9j7QtWLoYsJHwZ8OMNX3fa0ay7gVvsB62yh7wXKkJnfAJewmg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200226T103345Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYYH27TRF4%2F20200226%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=c0c394bf85022770ce777b5dc7eafe800e231708f2e0b1001ccb0b7f98be5ba7&hash=307c5a96ce54d12a6d4f99e39307e67837a446380b1131ca09d748284815bda9&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=0002914978908305&tid=spdf-7ea9619f-99b7-473e-b409-17b65afc5983&sid=c16925e19c35f5405e692f414cfde4425b8fgxrqb&type=client,quinidine sulfate (dose of 400 mg was equivalent to 331 mg quinidine base)
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,4.414,mg/kg bw,1.24,mg/L,0.280906149,Ochs1978,Ochs1978,https://pdf.sciencedirectassets.com/271073/1-s2.0-S0002914900X04146/1-s2.0-0002914978908305/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjENr%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCIE6ujvN%2B3XI9BH9w%2FdanjsoopgDNFQx9H02CBLxsNORDAiAXdQzjLEXqPnCwSUgZ1V%2Bk2FRCxI3Gjx4fqonNjmIexCq9Awij%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAIaDDA1OTAwMzU0Njg2NSIM6PwJphve%2BIUihIiqKpEDzijv3V59VIwfo%2B533yIwphz%2FxvSNzZ6prF1dvle45jrMLfKCXrsOX1Owtc%2FbqRGLe5MLKZMGwsA22fHnAy%2FRvIeQqumEkXKo7fBSJBQZtnFY5kJq2n9EwDPc9i0MhxAuphxXUE8Q%2Fh%2BqU9wL20%2BBXxBVdi4mb5H3mArzwWJfgJdsCjJsbeMzM7T4Yz1qv40SZXZa8qxaRPJiRzb4A2EDiYlBaoj9CL7r1z0bG345n6ipG%2FvtiVi5yalejFRm%2Fp4Pbb35bwDTcBOeugwDgujeWdDqp5go8GThzehqYI9%2BYjMEVIjRknUUePMSB82UW%2BUl91kjzLV%2BD1HOZnAnPPIA1Irjc4rhqROlxwXKXa1IP4r2QNbb3SdIVP05fIb%2FxpulnXCDrGIez%2FK5bP8B6zgKWLy%2Bc5yQqFJr5I5huveneZttJozig7bCIToPdFqmnvVEE9rt9cUNU7kFQ61iOc71AYzmKzzpnA63GdsXmKWTUO0BMZBs2iZSOXTNvLOYzYynyozqPiCHGTJqzm%2FBKVuytcYwxvbY8gU67AGpYCSzlXur3zJmnrs1ih1%2Bo5g2mQX4N3b02FyfDcjLKBJk64wllDg19Fep8VBtzLQ%2BfAkk95eZPaFhNGlROdnBPUD8BrHZBS2O2ER3iai7WB4mjajiD67kYy7f4555E%2BQBOUrMyUy3%2BzlQU8UHeKMV7c0cZuhJkfr8fL1ojHvPDDFiVYVHm8eI4wCjilaoDjKLmcar%2FTMV7X1VRRpbALjl%2BWo2DrnWy%2BrxBalZAVnBEflAMTAnHGvbneZsLru1fl56lumQqwHny9j7QtWLoYsJHwZ8OMNX3fa0ay7gVvsB62yh7wXKkJnfAJewmg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200226T103345Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYYH27TRF4%2F20200226%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=c0c394bf85022770ce777b5dc7eafe800e231708f2e0b1001ccb0b7f98be5ba7&hash=307c5a96ce54d12a6d4f99e39307e67837a446380b1131ca09d748284815bda9&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=0002914978908305&tid=spdf-7ea9619f-99b7-473e-b409-17b65afc5983&sid=c16925e19c35f5405e692f414cfde4425b8fgxrqb&type=client,quinidine gluconate (dose of 495 mg was equivalent to 309 mg quinidine base)
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,5.714,mg/kg bw,1.31,mg/L,0.22925,Ueda1981,Ueda1981,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1981.tb01173.x,"patients with congestive hear failure * quinidine gluconate (that would be 250g free base, if the same ratio applies as mentioned above, and they indeed report the mass of the whole soup, not the free base (no mention of it))."
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,5.714,mg/kg bw,1.14,mg/L,0.1995,Ueda1981,Ueda1981,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1981.tb01173.x,"controls * quinidine gluconate (that would be 250g free base, if the same ratio applies as mentioned above, and they indeed report the mass of the whole soup, not the free base (no mention of it))."
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,2.357,mg/kg bw,1.056,mg/L,0.448,Leizorovicz1984,Leizorovicz1984,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1984.tb02410.x,average quinidine arabogalactane sulfate and quinidine bisulphate  (the dose on the left is the free base; 250 mg q bisulfate equals to 200 mg quinidine sulfate or 165 mg quinidine) 
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,2.857,mg/kg bw,0.8,mg/L,0.28,Kessler1978,Kessler1978,https://reader.elsevier.com/reader/sd/pii/0002870378902004?token=ED4E35DCF0A22D0523D91649866B903F1955455AFB752649231BB4B700BBE73974013478A8EAAD06501EC703BAA10676,"control group * quinidine sulfate (if dose is indeed the sulfate, it's about 165 mg free base)"
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,0.001,mg/kg bw,0.0000816,mg/L,0.05712,Maeda2011,Maeda2011,https://ascpt.onlinelibrary.wiley.com/doi/epdf/10.1038/clpt.2011.108,"quinidine sulfate, but it reads as if the doses are the free base equivalents"
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,0.014,mg/kg bw,0.00109,mg/L,0.0763,Maeda2011,Maeda2011,https://ascpt.onlinelibrary.wiley.com/doi/epdf/10.1038/clpt.2011.108,"quinidine sulfate, but it reads as if the doses are the free base equivalents"
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,0.143,mg/kg bw,0.0161,mg/L,0.1127,Maeda2011,Maeda2011,https://ascpt.onlinelibrary.wiley.com/doi/epdf/10.1038/clpt.2011.108,"quinidine sulfate, but it reads as if the doses are the free base equivalents"
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,1.429,mg/kg bw,0.244,mg/L,0.1708,Maeda2011,Maeda2011,https://ascpt.onlinelibrary.wiley.com/doi/epdf/10.1038/clpt.2011.108,"quinidine sulfate, but it reads as if the doses are the free base equivalents"
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,4.729,mg/kg bw,1.35,mg/L,0.285498489,Wooding-Scott1988,Wooding-Scott1988,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1988.tb03400.x,"quinidine sulfate, it reads like the dose is the q sulf, so that would possibly be around 331 mg"
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,3.62,mg/kg bw,0.59,mg/L,0.162989348,Hailey1981,Hailey1981,https://link.springer.com/content/pdf/10.1007/BF00627920.pdf,quinidine sulfate (each subjet received a freshly prepared dose of 330 mg [...] of quinidine [...] (as the suphate))... You could read this either way that it was 330 mg QS or 330 mg Q....
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,2.369,mg/kg bw,0.675,mg/L,0.284981906,Damkier1999,Damkier1999,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2014310/pdf/bcp0048-0829.pdf,"200 mg Q-sulphate, average based on the means of 5 control groups of n=6 each"
Quinidine,56-54-2,COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,4.729,mg/kg bw,1.4,mg/L,0.296072508,Bleske1990,Bleske1990,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/97168/j.1552-4604.1990.tb03570.x.pdf?sequence=1&isAllowed=y,400 mg Q-sulfate
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.283,mg/L,0.1981,Sekar2008,Sekar2008,https://link.springer.com/content/pdf/10.2165/00044011-200828080-00002.pdf,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.714,mg/kg bw,0.287,mg/L,0.4018,Hedaya2005,Hedaya2005,https://onlinelibrary.wiley.com/doi/epdf/10.1002/bdd.488,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.714,mg/kg bw,0.24166,mg/L,0.338324,Thanoon2010,Thanoon2010,https://www.qscience.com/docserver/fulltext/qmj/2010/1/qmj.2010.1.7.pdf?expires=1584029393&id=id&accname=guest&checksum=3F03606EA9B39272F2B0308AF4F21473,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.286,mg/kg bw,0.08233,mg/L,0.288155,Gao2012,Gao2012,https://accp1.onlinelibrary.wiley.com/doi/epdf/10.1177/2160763X12455172,commercial tablet only
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.714,mg/kg bw,0.246,mg/L,0.3444,Muirhead2002a,Muirhead2002a,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.0306-5251.2001.00029.x,healthy controls (no renal impairment)
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.357,mg/kg bw,0.127,mg/L,0.3556,Nichols2002,Nichols2002,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.0306-5251.2001.00027.x,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.714,mg/kg bw,0.271,mg/L,0.3794,Nichols2002,Nichols2002,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.0306-5251.2001.00027.x,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.56,mg/L,0.392,Nichols2002,Nichols2002,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.0306-5251.2001.00027.x,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,2.857,mg/kg bw,1.15,mg/L,0.4025,Nichols2002,Nichols2002,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.0306-5251.2001.00027.x,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.714,mg/kg bw,0.20827,mg/L,0.291578,Roh2013,Roh2013,https://www.clinicaltherapeutics.com/action/showPdf?pii=S0149-2918%2813%2900062-3,test (other formulations excluded)
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.45111,mg/L,0.315777,Roh2013,Roh2013,https://www.clinicaltherapeutics.com/action/showPdf?pii=S0149-2918%2813%2900062-3,test (other formulations excluded)
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.44467,mg/L,0.311269,Roh2013,Roh2013,https://www.clinicaltherapeutics.com/action/showPdf?pii=S0149-2918%2813%2900062-3,reference
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.714,mg/kg bw,0.2665,mg/L,0.3731,Wilner2002,Wilner2002,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.0306-5251.2001.00030.x,average two control groups
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.299,mg/L,0.2093,Muirhead2000,Muirhead2000,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.1365-2125.2000.00245.x,average two control groups
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.377,mg/L,0.2639,Stavros2010,Stavros2010,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.2009.03541.x,
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.60702,mg/L,0.424914,Haque2014,Haque2014,https://www.ijddr.in/drug-development/pharmacokinetics-studies-of-sildenafil-and-its-metabolite-piperazinendesmethyl-sildenafil-by-using-lcmsms-in-human-plasma.pdf,reference *strange journal
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.61474,mg/L,0.430318,Haque2014,Haque2014,https://www.ijddr.in/drug-development/pharmacokinetics-studies-of-sildenafil-and-its-metabolite-piperazinendesmethyl-sildenafil-by-using-lcmsms-in-human-plasma.pdf,test *strange journal
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.65513,mg/L,0.458591,Radicioni2017,Radicioni2017,https://www.dovepress.com/bioequivalence-study-of-a-new-sildenafil-100-mg-orodispersible-film-co-peer-reviewed-fulltext-article-DDDT,Average two brands
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.6175,mg/L,0.43225,Muirhead2002b,Muirhead2002b,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.0306-5251.2001.00031.x,average two control groups
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,1.429,mg/kg bw,0.470882,mg/L,0.3296174,Dadey2017,Dadey2017,https://journals.lww.com/americantherapeutics/Fulltext/2017/07000/Bioequivalence_of_2_Formulations_of_Sildenafil.1.aspx,"Reference product, sildenafil citrate (other formulations excluded)"
Sildenafil,139755-83-2,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0.714,mg/kg bw,0.11575,mg/L,0.16205,Gillen2017,Gillen2017,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1002/cpdd.324,"average fasted, fed and different time points"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.143,mg/kg bw,1.0675,mg/L,7.4725,Muller1988,Muller1988,https://journals.co.za/docserver/fulltext/m_samj/74/11/9129.pdf?expires=1584364922&id=id&accname=guest&checksum=B160F26064AFA13A8F2E352D496AC3EE,average different brands
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.214,mg/kg bw,1.57,mg/L,7.326666667,Bax1984,Bax1984,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1984.tb02389.x,
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.2,mg/L,6.72,Tiseo1998,Tiseo1998,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1873807/pdf/bcp0046-0045.pdf,"This is S warfarin only, after ingestion of a racemic mix (normal warfarin, 25 mg), that's why I set the dose to 12.5 mg"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.054,mg/kg bw,0.502,mg/L,9.370666667,Brown2002,Brown2002,https://watermark.silverchair.com/ajhp2078.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAnQwggJwBgkqhkiG9w0BBwagggJhMIICXQIBADCCAlYGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMiMWaD0iISQHf9iCdAgEQgIICJ3Z7EsBJhFlYHyfpQ8TYfb4UiHdjEAyKmgMxQddauSRCeFAgt8juP_20Mbb2_syp-zSjKRTIK3IjB5-ISeF-BpH-gosGLmlRE9l_su3aB5ypOBfvjyGBFM-PjX6oBHWHpYdaL0IeIlOIvA9kzY-F34ZGo5LZ-MdQeh6vlH1I4Om_RYqS8CsrbWqj8dijibBKmQXQKea7_nSzoUZRmYn4g8_12CCdE617YWZCqgyrreQ379BeTTzCZvc-_xY3pAVlY5gmffTL4RCHAjlzJtmD1oj20XH9BTcKso4xt3PPvr-QYySg_qPR36P6dc21IXKSwD-XAv5TO2z6KV6R_9bNbaW0fL5C3dWwqRImhLi7LO6LKTn4wd2_eltz9m5gMtxWNpHyBkn2WsYBvU4TFcSfZ5-wbCGHbCd6KtryE10P2O9Y3_pVlU1HDNOybIUfdbnDTm39X0gjEXvmd3kwX1gHArVW-5j7OuJlecJVAQaZjkBfw-Fi5D6ic8x_LjJotwT26y9Db4O_GnxYrnnZBW31vC8WU8bZemLldlv1qYaOELLriYYOLteAlO3lnfRynYC2AWYM4bsfF1ZbgFcI0SOfw7bPa9iI3Zh72j764d3SUjXN5Tar2xebbvlXBiEQyF5XrNTEZ50ZihsjxF_kPwDwVPcJkl-zBMMh7Z4N-ZTWULHfXphw59MxfQEZSHI-XvRpZuKMNxfpE2Iffy7WNEJN3WJI6Pg4rTYL,"This is S warfarin only, after ingestion of a racemic mix (normal warfarin, 7.5 mg), that's why I set the dose to 3.75 mg"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.214,mg/kg bw,1.8,mg/L,8.4,VanHecken1999,VanHecken1999,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/templates/jsp/_ux3/_pericles/pdf-viewer/web/viewer.html?file=/doi/pdfdirect/10.1177/009127009903900509,
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.96,mg/L,10.976,He2007,He2007,https://www-tandfonline-com.ezproxy.library.wur.nl/doi/pdf/10.1185/030079907X188008?needAccess=true,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.586,mg/L,8.8816,Dieterle2004,Dieterle2004,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.2004.02160.x,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.179,mg/kg bw,1.225,mg/L,6.86,GroenendaalVanDeMeent2016,GroenendaalVanDeMeent2016,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291816X00045/1-s2.0-S0149291816300704/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEL7%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCIBAdftVzNbQ6CRd6pjv9hvr2jWVwTAqisoRWAVBYzVNzAiBupEWktsg6RC92%2BQ%2BXC%2FG82rSKvIx%2BPM8TXo7qY79h0Sq9Awin%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAIaDDA1OTAwMzU0Njg2NSIM2mLR%2F7fW2JCs%2BeVoKpED1cDQ69fe8bSU4d2p9ttibugOGCPnYghRcPulipj67XZknkkH1TLN1WgKRgabJ1D3HFunTHJZqYdOXHFKBbpbzttJotlC0y3RAgU2dXnL7Y1b%2Fmo%2BdoxCzLZhEBnDtPTvARHo5iC%2BlGLZ8ZSfL7NoM0U6ODD9uu9MDKbaXINfVQT7zR29gdnABYddrTuGva1kq30uEPhEGdJnsn1kBvl7EwRv0J7Os82YkhZhHQSTcaVP11c%2FK7HoATwJe6vfLN81mt%2FNmOG%2Bl%2FB3jdkwpBFzXd3yq711OSh7adAR8XqdpLuXTJqS%2FQ%2B9pcmseuIejbPgzD3y36vV%2FAd9EJDTeFQcEnzf%2FF3ZKsNTNEX6iOmnN1OwdtIQ51kBzQuwFPQ1Nca2kvRAPmdbGBqVI%2F1g4iuolwjqdJ7OTG1nHPuFRXLHtsgmBUVJ2eJtXIc2UYEgcLM5R4%2Fwfw15INTCvyC5xhj7stDB2yq5E13Ar4duULY6Y7DxLfmm9IbmDAt8S%2Bh7tVKv0R%2FpeK5nq2Q%2Bgvodn3mDaHkwz67D8wU67AHyazZMpHX5j0WOvsUwyo2kvb8vyQDWqYoP0Dx3Rf8S7DSOqLB8e5Qnci9EacfrhSnHYBVO7EnjpLOL96EvwCHGL6sqjiQrC7V00Ig3OXjmrHFrRYpjEF5BCSXuaDpgRTQGG5iC21shnYIMusLFkyzI2vvOvvuVILfrbxzsivhuS7TjJqT8qgDHLuo1KgIommVFpJbsGfCuJ%2FkQ394EVLDfv%2Fj8lEO%2BqAIC9gi7r6cl1lDON321EpKgZINose42mfsE%2FFFXN1m5uWcY6MmV1n4vW7p4Bd%2B02yJLMAa53V9IKRTp%2B9z5EjnPu%2B9ENg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200317T145631Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYUEJVF4E7%2F20200317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7df1536f24c13a648141064a6b2cb4a7585f156d494c9b28f6ba373c234a7563&hash=9cd7c455995d3fb9bb4474437476c1fc4b20a1901717ae2bc23401b9efdb5708&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291816300704&tid=spdf-2371d4d1-5516-4756-8c18-b58ddf7a2894&sid=310fab526962294b7258eb091967105d5192gxrqb&type=client,"dose was 25 mg warfarin, analyzed S and R separately"
S-warfarin,5543-57-7,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,0.036,mg/kg bw,0.239,mg/L,6.692,Salem2017,Salem2017,https://link.springer.com/content/pdf/10.1007/s40261-016-0485-9.pdf,"dose was 5 mg warfarin, analyzed S and R separately"
